eilen, eilt, eilte, ist geeilt/hat geeilt;urgir,correr prisa,apresurarse,ir corriendo a;VERB;Es eilt sehr. Bitte machen Sie schnell.
einbrechen, bricht ein, brach ein, ist eingebrochen;hundirse, caer,irrumpir,forzar la entrada, entrar a robar;VERB;Jemand ist in unsere Wohnung eingebrochen.
einfallen, fällt ein, fiel ein, ist eingefallen;ocurrir,venir a la memoria,derrumbarse, venirse abajo,hundirse,invadir, irrumpir en,acompañar,entrar;VERB;Mir ist wieder eingefallen, wie das Buch heißt.
einigen, einigt, einigte, hat geeinigt;unificar,conciliar;VERB;Jeder hat einen anderen Vorschlag. Wir können uns leider nicht einigen.
einkaufen, kauft ein,         kaufte ein, hat eingekauft      ;comprar;VERB; Wir gehen einmal pro Woche einkaufen.
einladen, lädt ein, lud ein, hat eingeladen;invitar a,cargar en;VERB;Darf ich Sie zum Essen einladen?
einnehmen, nimmt ein,nahm ein, hat eingenommen;cobrar,recaudar,tomar,comer,adoptar,ocupar,tomar, conquistar;VERB;Wie muss ich die Tropfen einnehmen?
einpacken, packt ein,packte ein, hat eingepackt;meter en,envolver en,empaquetar,abrigar;VERB;1. Hast du Handtücher eingepackt? 2. Soll ich Ihnen das als Geschenk einpacken?
einrichten, richtet ein, richtete ein, hat eingerichtet        ;crear, fundar,abrir,equipar,amueblar,ajustar a,configurar,instalar,arreglar, organizar,reducir,abrir, poner;VERB;1. Ich habe meine Wohnung selbst eingerichtet. 2. Wenn Sie Fragen haben, rufen Sie uns an. Wir haben eine extra Telefonnummer eingerichtet.
einschalten, schaltet ein, schaltete ein, hat eingeschaltet;poner,poner en marcha,encender,llamar a,recurrir a;VERB;Können Sie bitte die Heizung  einschalten?
einsetzen, setzt ein, setzte ein, hat eingesetzt;empezar, comenzar,poner en,colocar en,plantar en,nombrar, designar,instituir,instalar en,constituir,emplear, usar,poner,movilizar,poner en juego,arriesgar, jugarse;VERB;1. Firmen setzen immer mehr Computer ein. 2. Peter hat sich dafür eingesetzt, dass ich den Job bekomme.
einsteigen, steigt ein, stieg ein, ist eingestiegen;subir a,contribuir con,entrar en;VERB;"1. Ab 20 Uhr vorne beim Fahrer einsteigen.
2. Steig ein. Wir wollen losfahren."
einstellen, stellt ein, stellte ein, hat eingestellt;poner en,colocar en,contratar,dar empleo,parar,dejar,suspender,sobreseer,ajustar,regular,sintonizar,enfocar,igualar;VERB;"1. Die Zeitarbeitsfirma stellt oft neue Leute ein.
2. Das Gerät ist nicht richtig eingestellt."
eintragen, trägt ein, trug ein, hat eingetragen;inscribir en,apuntar en fam,marcar en,registrar,producir,generar,ocasionar,originar,granjear;VERB;Tragen Sie sich bitte in die Liste ein.
eintreten, tritt ein, trat ein, ist eingetreten;entrar a/en,suceder, ocurrir,ingresar en,abogar por,derribar a patadas;VERB;Letztes Jahr bin ich in einen Sportverein eingetreten.
einzahlen, zahlt ein, zahlte ein, hat eingezahlt;pagar a,ingresar en,enterar Col, Mex, CRi;VERB;Ich habe gestern Geld auf mein Bankkonto eingezahlt.
einziehen, zieht ein, zog ein, ist eingezogen;mudarse a,instalarse en,entrar a/en,ser absorbido por,penetrar en,arriar,replegar,bajar,meter,recoger,retraer,sangrar,cobrar,recaudar,confiscar,retirar,levantar,construir,poner,introducir,intercalar,llamar a filas,pedir;VERB;Die Wohnung ist fertig. Wir können nächste Woche einziehen.
empfangen, empfängt, empfing, hat empfangen;recibir,recibir, acoger;VERB;1. Wir können mit Satellitenantenne über 30 Programme empfangen. 2. Meine Schwiegereltern haben mich ganz herzlich empfangen.
empfehlen, empfiehlt, empfahl, hat empfohlen;recomendar;VERB;Ich rufe auf Empfehlung von Herrn Weber an.
enden, endet, endete, hat geendet;terminar, acabar,vencer;VERB;1. Ich wohne am Ende der Straße. 2. Die nächste Prüfung findet Ende August statt. 3. Rinaldo ist Ende Fünfzig. 4. Am Dienstag gehen die Ferien zu Ende.
entdecken, entdeckt, entdeckte, hat entdeckt;descubrir,encontrar, hallar;VERB;Ich habe in deinem Brief noch ein paar Fehler entdeckt.
enthalten, enthält, enthielt, hat enthalten;contener,incluir;VERB;1. Diese Schokolade enthält nur sehr wenig Zucker. 2. Die Mehrwertsteuer ist im Preis enthalten.
entlassen, entlässt, entließ, hat entlassen;despedir,fletar Arg, Chil, Urug,dar de alta,poner en libertad,excarcelar,soltar fam,licenciar,exonerar de,lib(e)rar de;VERB;1. Die Operation ist gut gelaufen. Wir können Sie nächste Woche aus dem Krankenhaus entlassen. 2. Die Firma hat viele Mitarbeiter entlassen.
entscheiden, entscheidet, entschied, hat entschieden;decidir sobre,resolver,fallar [oder dictar] una sentencia;VERB;1. Das kann ich nicht allein entscheiden, da muss ich erst fragen. 2. Für welchen Anzug haben Sie sich entschieden?
entschließen sich, entschließt sich, entschloss sich, hat sich entschlossen;"";VERB;Mein Nachbar hat sich nun doch entschlossen, sein Auto zu verkaufen.
entschuldigen, entschuldigt, entschuldigte, hat entschuldigt;disculpar, perdonar,justificar,disculpar ante por,justificar ante;VERB;1. Entschuldigen Sie bitte, dass ich Sie störe. Aber es gibt ein Problem. 2. Herr Meier lässt sich entschuldigen, er ist stark erkältet 3. Ich möchte meine Tochter ent- schuldigen. Sie ist krank und kann nicht zur Schule gehen.
entsorgen, entsorgt, entsorgte, hat entsorgt;eliminar,eliminar los desechos de;VERB;Wie kann ich meine alte Kaffee- maschine entsorgen?
entstehen, entsteht, entstand, ist entstanden;surgir de,originarse de,nacer de,construirse,producirse,derivarse de;VERB;1. Hier entsteht ein neues Einkaufszentrum. 2. Andere Kosten entstehen nicht.
enttäuschen, enttäuscht, enttäuschte, hat enttäuscht;"";VERB;1. Das Essen hat uns enttäuscht. 2. Wir waren von dem Konzert sehr enttäuscht. 3. Das Ergebnis war enttäuschend.
entwickeln, entwickelt, entwickelte, hat entwickelt;desarrollar,revelar,desprender,despedir;VERB;1. Unser Sohn entwickelt sich gut in der Schule.2. Bis wann können Sie den Film entwickeln?
erfahren, erfährt, erfuhr, hat erfahren;experimentado, entendido en,(llegar a) saber,enterarse de,experimentar,vivir,sufrir,padecer;VERB;Wann erfahren wir das Ergebnis der Prüfung?
erfinden, erfindet, erfand, hat erfunden;inventar;VERB;Der Ingenieur Rudolf Diesel hat den Dieselmotor erfunden.
erfordern, erfordert, erforderte, hat erfordert;requerir,precisar;VERB;Dieser Job erfordert viel Kraft.
erfüllen, erfüllt, erfüllte, hat erfüllt;llenar de,cumplir con,cumplir,corresponder a,satisfacer,desempeñar,llenar,colmar;VERB;1. Sie müssen den Vertrag in allen Punkten erfüllen. 2. Wir erfüllen Ihnen jeden Wunsch. 3. Man kann sich nicht alle Wünsche erfüllen.
ergänzen, ergänzt, ergänzte, hat ergänzt;complementar,completar,añadir;VERB;Ergänzen Sie bitte die fehlenden Angaben.
erhalten, erhält, erhielt, hat erhalten;recibir,obtener,cobrar,conservar, mantener;VERB;Ihr Schreiben vom 3. Januar haben wir erhalten.
erhöhen, erhöht, erhöhte, hat erhöht;subir en,intensificar,aumentar,subir,elevar en un semitono;VERB;1. Die Regierung wird sicher bald wieder die Steuern erhöhen. 2. Die Zahl der Opfer hat sich auf 122 erhöht.
erholen sich, erholt sich, erholte sich, hat sich erholt;"";VERB;1. Im Urlaub habe ich mich sehr gut erholt. 2. Meine Schwester hat sich nach der Geburt sehr schnell wieder erholt.
erinnern, erinnert, erinnerte, hat erinnert;recordar a;VERB;1. Bitte, erinnern Sie mich noch einmal an den Termin 2. Ich erinnere mich noch genau an Francescos Vater.
erkälten sich, erkältet sich, erkältete sich, hat sich erkältet;"";VERB;Der Junge hat sich beim Baden erkältet.
erkennen, erkennt, erkannte, hat erkannt;ver,distinguir,reconocer por,identificar por,reconocer,darse cuenta de,comprender,condenar a,penar con;VERB;1. Ich habe Roberto gleich an seiner Stimme erkannt. 2. Auf dem Foto kann man kaum etwas erkennen. 3. Ich habe erkannt, dass es ein Fehler war, den Kurs nicht fertigzumachen.
erklären, erklärt, erklärte, hat erklärt;explicar,interpretar,declarar,presentar;VERB;1. Kannst du mir erklären, wie man diesen Apparat bedient? 2. Ich kann mir nicht erklären, wie der Brief verschwinden konnte.
erkundigen, erkundigt, erkundigte, hat erkundigt;"";VERB;1. Hast du dich schon nach einem Zug erkundigt? 2. Ich möchte mich erkundigen, wie es Ihnen geht.
erlauben, erlaubt, erlaubte, hat erlaubt;permitir,autorizar;VERB;1. Ich erlaube meinen Kindern nicht, so lange fernzusehen. 2 Parken ist hier nicht erlaubt.
erleben, erlebt, erlebte, hat erlebt;vivir,sufrir,llevarse,vivir, experimentar,ver;VERB;In unserem Urlaub haben wir viel Schönes erlebt.
erledigen, erledigt, erledigte, hat erledigt;hacer, llevar a cabo,resolver,liquidar, eliminar,arruinar;VERB;Diese zwei Pakete müssen zur Post. Könntest du das für mich erledigen?
erleichtern, erleichtert, erleichterte, hat erleichtert;aliviar,aligerar,facilitar;VERB;1. Ich bin erleichtert, dass alles so gut geklappt hat. 2. Das Internet erleichtert mir die Arbeit sehr.
ernähren, ernährt, ernährte, hat ernährt;alimentar,mantener, sustentar;VERB;1. Wie ernähre ich mich richtig? 2. Meine Eltern müssen beide arbeiten, um die Familie zu ernähren.
eröffnen, eröffnet, eröffnete, hat eröffnet;abrir,inaugurar,dar comienzo a,leer,establecer;VERB;1. Mein Nachbar hat letzten Monat ein Geschäft eröffnet. 2. Ich möchte ein Konto eröffnen. Die Eröffnung war am 1. Juni.
erreichen, erreicht, erreichte, hat erreicht;localizar,alcanzar,llegar a,conseguir, lograr;VERB;Sie bekommen von unserer Firma einen Ersatz für das kaputte Gerät.
erschrecken, erschrickt, erschrak, ist erschrocken / jdn. erschrecken, erschreckt, erschreckte, hat erschreckt;asustar, dar un susto,asustarse de,espantarse de;VERB;Ich war ganz erschrocken.
ersetzen, ersetzt, ersetzte, hat ersetzt;reemplazar por,sustituir por,cambiar por,reintegrar, reembolsar,indemnizar por;VERB;1. Wir ersetzen Ihnen die Kosten. 2. Peter ist krank. Jemand muss ihn ersetzen.
erstellen, erstellt, erstellte, hat erstellt;edificar,construir,hacer,elaborar,redactar,crear;VERB;Erstellen Sie bitte eine Liste mit allen Informationen, die Sie brauchen.
erwarten, erwartet, erwartete, hat erwartet;esperar,exigir;VERB;1. Ich erwarte einen Anruf aus Berlin. 2. Frau Müller erwartet ein Kind. 3. Wir hatten nichts anderes erwartet. 4. Ich kann es gar nicht erwarten, euch wiederzusehen.
erzählen, erzählt, erzählte, hat erzählt;contar, narrar;VERB;1. Mein Mann hat mir schon viel von Ihnen erzählt. 2. Ich muss meinen Kindern abends immer eine Geschichte erzählen.
erziehen, erzieht, erzog, hat erzogen;educar para,criar,enseñar;VERB;Kinder zu erziehen ist nicht leicht.
essen, isst, aß, hat gegessen;comer;VERB;1. Haben Sie schon zu Mittag gegessen? 2. Ich esse gern Bananen. 3. Was gibt es heute zu essen?
fahren, fährt, fuhr, ist/hat gefahren;salir,ir en,estar en marcha,pasar,circular,ir a,llevarse bien,ir por,transportar, llevar,llevar,conducir;VERB;1. Wir sind mit dem Zug gefahren. 2. Fahr nicht so schnell. 3. Der Chef fährt einen Mercedes. 4. Soll ich dich nach Hause fahren?
fallen, fällt, fiel, ist gefallen;caer,bajar, descender,recaer sobre en,entrar en,estar incluido en,penetrar, caer,ser tomado,ser fallado, ser dictado;VERB;1. Das Glas ist auf den Boden gefallen. 2. In den Bergen ist schon Schnee gefallen. 3. Die Temperatur ist ganz plötzlich unter null gefallen.
fangen, fängt, fing, hat gefangen;coger,cazar,pescar,apresar, coger;VERB;1. Das Kind hat den Ball gefangen. 2. Unsere Katze hat eine Maus gefangen.
faxen, faxt, faxte, hat gefaxt;mandar un fax,mandar por fax,faxear;VERB;Sie können mir den Brief auch faxen.
fehlen, fehlt, fehlte, hat gefehlt;faltar, estar ausente,faltar,ser echado de menos, faltar,pasar, tener;VERB;1. Auf dem Brief fehlt der Absender. 2. Hast du Kleingeld? Mir fehlt ein Euro. 3. In der Kasse fehlen 20 Euro. 4. Antonio war nicht in der Schule, er fehlt schon seit drei Tagen. 5. Was fehlt Ihnen? Haben Sie Schmerzen?
feiern, feiert, feierte, hat gefeiert;celebrar, festejar,elogiar, aplaudir,estar de fiesta,farrear CSur;VERB;Wir haben gestern Karls Geburtstag gefeiert.
fernsehen, sieht fern, sah fern, hat ferngesehen;ver la tele(visión);VERB;Meine Kinder dürfen abends nur eine Stunde fernsehen.
festhalten, hält fest, hielt fest, hat festgehalten;aferrarse a,sujetar,detener, retener,retener,fotografiar,grabar;VERB;1. Halt dich gut fest. 2. Halt die Flasche gut fest.
festlegen, legt fest, legte fest, hat festgelegt;fijar, establecer,invertir a plazo fijo,comprometer a;VERB;1. Ich weiß noch nicht, ob ich das mache. Ich möchte mich noch nicht festlegen. 2. Habt ihr den Hochzeitstermin schon festgelegt?
festnehmen, nimmt fest, nahm fest, hat festgenommen;detener, arrestar;VERB;Die Polizei hat einen Mann festgenommen.
festsetzen, setzt fest, setzte fest, hat festgesetzt;fijar, convenir,arrestar, encarcelar;VERB;Die Ausländerbehörde hat diesen Termin festgesetzt.
feststellen, stellt fest, stellte fest, hat festgestellt;fijar,bloquear,averiguar,diagnosticar,verificar,comprobar,constatar,manifestar,hacer constar;VERB;1. Wir konnten den Absender des Briefes nicht feststellen. 2. Der Arzt hat mich untersucht, konnte aber nichts feststellen.
finanzieren, finanziert, finanzierte, hat finanziert;"";VERB;Ich weiß nicht, wie ich das Auto finanzieren soll.
finden, findet, fand, hat gefunden;encontrar,dar con,opinar;VERB;1. Mein Onkel hat eine gute Arbeit gefunden. 2. Ich kann meinen Schlüssel nicht finden. 3. Luigi finde ich sehr nett.
fliegen, fliegt, flog, ist geflogen;volar,ir en avión,ser lanzado, ser arrojado,pirrarse por,pilotar,transportar por aire,cubrir;VERB;1. Der Vogel ist auf einen Baum geflogen. 2. Diese Maschine fliegt direkt nach New York. 3. Ich bin nach Berlin geflogen.
fliehen, flieht, floh, ist geflohen;huir de,correrse,escaparse de;VERB;Der Einbrecher ist sofort geflohen.
fließen, fließt, floss, ist geflossen;fluir,correr,salir;VERB;Dieser Fluss fließt in die Nordsee.
folgen, folgt, folgte, ist gefolgt;seguir,seguir, continuar,deducirse de,derivarse de,obedecer;VERB;1. Es folgen die Nachrichten. 2. Folgen Sie der Reiseleiterin.
fördern, fördert, förderte, hat gefördert;explotar,extraer,elevar,fomentar,promover,promocionar,impulsar,hacer prosperar,patrocinar,proteger,incentivar,favorecer,activar,explotar, extraer,fomentar, promover,patrocinar, proteger,activar, hacer prosperar,potenciar, impulsar;VERB;Die Forderung ist 10 % mehr Lohn. Das BAMF fördert diesen Kurs.
fortsetzen, setzt fort, setzte fort, hat fortgesetzt;proseguir, continuar;VERB;Wir setzen die Behandlung am nächsten Donnerstag um 11 Uhr fort.
fotografieren, fotografiert, fotografierte, hat fotografiert;fotografiar;VERB;Ich fotografiere gern.
fragen, fragt, fragte, hat gefragt;preguntar por,preguntar,pedir;VERB;1. Darf ich Sie etwas fragen? 2. Hat jemand nach mir gefragt? 3. Ich frage mich, ob das richtig war.
fressen, frisst, fraß, hat gefressen;comer,tragar,devorar,comer, tragar;VERB;Hat der Hund schon etwas zu fressen bekommen?
freuen sich, freut sich, freute sich, hat sich gefreut;"";VERB;1. Es freut mich, dass alles so gut geklappt hat. 2. Ich habe mich über Ihr Geschenk sehr gefreut. 3. Ich freue mich schon auf meinen nächsten Urlaub.
frieren, friert, fror, hat gefroren;helarse,tener frío,helar;VERB;1. Wenn Sie frieren, mache ich das Fenster wieder zu. 2. Heute Nacht hat es gefroren.
frühstücken, frühstückt, frühstückte, hat gefrühstückt;desayunar;VERB;Haben Sie schon gefrühstückt?
fühlen, fühlt, fühlte, hat gefühlt;sentir,palpar, tocar;VERB;1. Wie fühlen Sie sich? 2. Fühl mal, ob das Wasser nicht zu heiß ist. 3. Ich fühle mich wohl hier.
führen, führt, führte, hat geführt;ir a la cabeza,llevar ventaja,ir, llevar,llevar a,conducir a,dirigir, llevar,encabezar, guiar,llevar, guiar,acompañar,llevar, conducir,tener,llevar,vender, tener a la venta,sostener, tener;VERB;1. Der Meister führt uns durch den Betrieb.2. Frau Meyer führt den Betrieb schon seit zehn Jahren.3. Nach 20 Minuten führte unsere Mannschaft 2 : 0. 4. Die Straße führt direkt zum Bahnhof. 5. Mein Kollege hat einen Prozess gegen den Vermieter geführt.
funktionieren, funktioniert, funktionierte, hat funktioniert;funcionar;VERB;1. Können Sie mir bitte mal zeigen, wie der Automat funktioniert?2. Unsere Ehe funktioniert nicht mehr.
garantieren, garantiert, garantierte, hat garantiert;garantizar,abogar por;VERB;Ich kann Ihnen nicht garantieren, dass das Gerät nächste Woche fertig ist.
geben, gibt, gab, hat gegeben;dar,entregar,repartir, distribuir,regalar,pasar,vender,ofrecer,pagar,conceder,dar, producir,hacer, dar,dar, poner,dar (clases de),haber, suceder,darse,sacar,pasar, desaparecer,arreglarse,haber,dárselas de;VERB;1. Geben Sie mir bitte eine Quittung! 2. Können Sie mir etwas zum Schreiben geben? 3. Der Arzt hat mir eine Spritze gegeben. 4. Was gibt es im Fernsehen? 5. Es gibt bald Regen.
geboren werden, wird geboren, wurde geboren, ist geboren worden/ geboren sein;"";VERB;1. Wann und wo sind Sie geboren? 2. Sind Sie Silvia Schulz, geborene Angeloni? 3. Emil wurde um 03.47 Uhr geboren.
gebrauchen, gebraucht, gebrauchte, hat gebraucht;usar, utilizar,emplear,servir;VERB;1. Wir können diese Möbel gut gebrauchen. 2. Ich habe den Wagen gebraucht gekauft. 3. Ich suche eine gebrauchte Waschmaschine.
gefallen, gefällt, gefiel, hat gefallen;caído,gustar;VERB;1. Wie gefällt es Ihnen hier? 2. Der Pullover gefällt mir gut.
gefallen lassen, lässt gefallen, ließ gefallen, hat gefallen lassen;"";VERB;Das würde ich mir nicht gefallen lassen.
gehen, geht, ging, ist gegangen;ir,andar, caminar,irse, marcharse,salir a para,funcionar, marchar,andar, marchar,tener buena salida,venderse bien,moverse,subir,soplar,ser,dar,llegar hasta,caber por en,durar,afectar,superar,juzgar, opinar,tener un pase,tratarse de,ser posible,recorrer;VERB;1. Ich gehe jeden Morgen zu Fuß zur Arbeit.2. Meine Tochter geht noch aufs Gymnasium.3. Ich muss jetzt leider gehen. 4. Ein Freund von mir geht ins Ausland. 5. Der nächste Zug geht erst in zwei Stunden. 6. Am Anfang ging alles ganz gut. 7. Geht Ihre Uhr richtig? 8. Ich brauche schnell ein Visum. Geht das bis morgen? 9. Der Mantel geht nicht mehr in den Koffer. 10. Das Fenster geht auf die Straße. 11. Geht es hier zum Zentrum? 12. Wie geht es Ihnen heute? 13. Ist das sehr teuer? – Es geht. 14. Um was geht es denn? 15. Warum geht das Licht nicht? 16. Ich weiß nicht, wie das geht. 17. Ich ruf jetzt den Chef an. Das geht (doch) nicht! 
gehören, gehört, gehörte, hat gehört;pertenecer a,ser de,ser partidario de,formar parte de,tener su sitio en,hacer falta, requerir;VERB;Gehört Ihnen das Haus?
gelingen, gelingt, gelang, ist gelungen;salir (bien), lograr;VERB;Es ist mir gelungen, meinen Chef zu überzeugen.
gelten, gilt, galt, hat gegolten;tener validez, ser válido,estar vigente [oder en vigor],valer para,ser considerado como,pasar por,estar destinado [oder dirigido] a,ir por fam;VERB;1. Mein Pass gilt noch ein Jahr. 2. Bitte diesen Zettel gut aufheben. Er gilt als Garantie.
genügen, genügt, genügte, hat genügt;bastar, ser suficiente;VERB;Wie viele Zimmer brauchen Sie? – Mir genügt eine 2-Zimmer- Wohnung.
geschehen, geschieht, geschah, ist geschehen;pasar, ocurrir, suceder;VERB;Vielen Dank für Ihre Hilfe. – Gern geschehen.
gewinnen, gewinnt, gewann, hat gewonnen;ganar,obtener,sacar,elaborar,producir,extraer,vencer,ganar +dat en,ganar (en),ganar con,mejorar con;VERB;1. Mein Mann hat im Lotto gewonnen. 2. Unsere Mannschaft hat gewonnen.
gewöhnen, gewöhnt, gewöhnte, hat gewöhnt/ ist gewöhnt;acostumbrar a,aclimatar a;VERB;1. Wir haben uns an das Leben hier gewöhnt. 2. Ich bin daran gewöhnt, früh aufzustehen.
gießen, gießt, goss, gegossen;regar,fundir,moldear,hacer, elaborar,servir, echar,verter,llover mucho;VERB;Es hat nicht geregnet. Ich muss meine Blumen gießen.
glauben, glaubt, glaubte, hat geglaubt;creer(se), pensar,creer(se),creer en,confiar en;VERB;1. Ich glaube, der Chef ist heute nicht im Büro. 2. Bitte glauben Sie mir. Ich bin nicht zu schnell gefahren.
gratulieren, gratuliert, gratulierte, hat gratuliert;felicitar por,dar la enhorabuena por;VERB;Ich gratuliere euch zur Geburt eurer Tochter.
greifen, greift, griff, hat gegriffen;asir(se),adherir(se),agarrar, asir;VERB;Greifen Sie doch zu!
grillen, grillt, grillte, hat gegrillt;asar a la parrilla,hacer una barbacoa;VERB;Heute wollen wir im Garten grillen.
gründen, gründet, gründete, hat gegründet;fundar,crear,instituir,establecer,instaurar,fundamentar en;VERB;Mein Onkel hat eine eigene Firma gegründet.
grüßen, grüßt, grüßte, hat gegrüßt;saludar;VERB;1. Ich soll Sie von Frau Meier grüßen. 2. Grüß deine Frau von mir.
gucken, guckt, guckte, hat geguckt;mirar, ver,asomar,ver;VERB;1. Guck doch mal! Es schneit. 2. Was bedeutet dieses Wort? – Guck doch im Wörterbuch nach.
gut, besser, (am) best(en);buen(o),bondadoso,correcto,útil,saludable para,ventajoso,adecuado,buen,notable,bien;VERB;"1. Ich kenne ein gutes Lokal. 2. Maria kann gut tanzen. 3. Ich glaube, die Wurst ist nicht mehr gut. 4. Mir ist heute gar nicht gut.Heute ist das Wetter wieder besser. 7. Christine ist meine beste Freundin. 8. Ich komme um 13 Uhr. – Gut!
9. Guten Morgen! 10. Ein gutes neues Jahr! 11. Guten Appetit!"
haben, hat, hatte, hat gehabt;tener,poseer,disponer de,recibir de,deber,tener que,andarse con remilgos,arreglarse,haber;VERB;1. Wir haben Hunger. 2. Heute habe ich keine Zeit. 3. Wir haben ein neues Auto. 4. Kann ich bitte eine Suppe haben? 5. Unsere Wohnung hat vier Zimmer. 6. Ich habe heute viel zu tun. 7. Du hast es gut. Du kannst in Urlaub fahren. 
halten, hält, hielt, hat gehalten;parar, detenerse,estar fijo,estar entero,aguantar,mantener,resistir,ser resistente,apuntar,durar,conservarse,mantenerse,sostener, sujetar,poner,meter,retener,detener,tener, parar,tener,tener (empleado),tratar,defender,cumplir,pronunciar,dar,manejar,decorar,guardar,atenerse a,tenerse,agarrarse;VERB;1. Kannst du mal kurz meine Handtasche halten?2. Entschuldigung, hält dieser Zug auch in Darmstadt? 3. Halten Sie bitte im Keller die Fenster geschlossen.4. Alle Mieter müssen sich an die Hausordnung halten. 5. Die Stadt will einen neuen Flughafen bauen. Was halten Sie davon? 6. Halt, Polizei! Fahren Sie bitte an den Straßenrand. 7. Die Wurst hält sich noch ein paar Tage.
handeln, handelt, handelte, hat gehandelt;actuar,obrar,intervenir,comerciar con,traficar con,regatear,tratar de sobre,vender, distribuir;VERB;1. Mein Onkel hat ein kleines Geschäft. Er handelt mit Obst und Gemüse. 2. Kann ich Sie bitte mal sprechen? – Worum handelt es sich denn? 3. Auf diesem Markt kannst du handeln und bekommst die Sachen billiger.
hängen, hängt, hing, hat gehangen / hängen, hängt, hängte, hat gehängt;"";VERB;1. Das Bild hängt schief. 2. Hast du den Anzug wieder in den Schrank gehängt?
hassen, hasst, hasste, hat gehasst;odiar;VERB;1. Ich hasse Autofahren. 2. Ich hasse es, zu spät zu kommen.
heben, hebt, hob, hat gehoben;alzar, levantar,subir, levantar,aumentar,mejorar,sujetar,conservarse;VERB;1. Kannst du mir helfen? Das Paket kann ich nicht heben. 2. Wenn Sie für diesen Vorschlag sind, heben Sie bitte die Hand!
heiraten, heiratet, heiratete, hat geheiratet;casarse con,contraer matrimonio con;VERB;1. Meine Cousine heiratet nächsten Monat in Italien. 2. Wir haben 1980 geheiratet. 3. Meine Schwester heiratet einen Japaner.
heißen, heißt, hieß, hat geheißen;llamarse,significar, querer decir,decirse,correr la voz,estar escrito,decir,llamar,calificar de,tachar de,ordenar,mandar,haber que;VERB;1. Wie heißen Sie? 2. Wie heißt das auf Deutsch? 3. Hier steht, dass der Pass abgelaufen ist. Was heißt das?
heizen, heizt, heizte, hat geheizt;encender la calefacción [oder la estufa],calentar;VERB;1. Wir heizen mit öl. 2. Ziehen Sie sich warm an. In der Halle ist nicht geheizt.
helfen, hilft, half, hat geholfen;ayudar a alguien en,auxiliar,asistir,echar una mano,ser bueno para,servir,participar;VERB;1. Kannst du mir helfen? Ich muss nächsten Monat umziehen. 2. Die Tabletten haben mir gut geholfen.
heraus-, raus- ;"";VERB;-----------------
(he)rausfinden, findet heraus, fand heraus, hat herausgefunden;"";VERB;Hast du schon rausgefunden, wann und wo man sich für den Kurs anmelden muss?
herein-, rein-;"";VERB;Herein! Kommt doch rein!
herstellen, stellt her, stellte her, hat hergestellt;producir,fabricar,crear,establecer,poner;VERB;In unserer Firma stellen wir Schokolade her.
herunter-, runter-;"";VERB;------------
(he)runterladen, lädt herunter, lud herunter, hat heruntergeladen;"";VERB;Ich habe mir Musik aus dem Internet (he)runtergeladen.
(he)runterfahren, fährt herunter, fuhr herunter, hat heruntergefahren;"";VERB;Zum Schluss musst du den Computer herunterfahren.
hinterlassen, hinterlässt, hinterließ, hat hinterlassen;dejar (tras de sí),legar,dejar en herencia,dejar,dejar (como recuerdo);VERB;Möchten Sie eine Nachricht hinterlassen?
hoffen, hofft, hoffte, hat gehofft;esperar,confiar en;VERB;1. Ich hoffe, dass ihr zu meinem Geburtstag kommen könnt. 2. Wir alle hoffen auf besseres Wetter.
holen, holt, holte, hat geholt;(ir a) buscar,traer,recoger,hacer entrar,hacer venir,llamar,coger,pillar,conseguir,hacerse con;VERB;1. Soll ich uns was zu trinken holen? 2. Warum haben Sie nicht sofort einen Arzt geholt?
hören, hört, hörte, hat gehört;oír,escuchar,(llegar a) saber, enterarse,notar por,obedecer,seguir, hacer caso a;VERB;1. Ich kann nicht mehr so gut hören. 2. Ich höre jeden Tag die Nachrichten. 3. Dieses Wort habe ich noch nie gehört. 4. Ich habe gehört, dass Herr Müller im Krankenhaus liegt.
hupen, hupt, hupte, hat gehupt;tocar el claxon [oder la bocina],pitar;VERB;Hier ist ein Krankenhaus. Hier darfst du nicht hupen.
husten, hustet, hustete, hat gehustet;toser;VERB;Der Junge hat die ganze Nacht gehustet.
impfen, impft, impfte, hat geimpft;vacunar contra,inocular;VERB;Sie sollten sich gegen Grippe impfen lassen.
informieren, informiert, informierte, hat informiert;informar sobre/de;VERB;1. Wir informieren Sie rechtzeitig über die neuen Prüfungstermine. 2. Du musst dich vor der Reise genau über die Bedingungen informieren.
installieren, installiert, installierte, hat installiert;instalar, montar,instalar;VERB;Können Sie mir helfen, meinen Computer zu installieren?
integrieren, integriert, integrierte, hat integriert;integrar;VERB;1. Alis Kinder leben schon lange hier und sind total integriert. 2. Zuwanderer sollen besser integriert werden.
interessieren, interessiert, interessierte, hat interessiert/ist interessiert;interesar;VERB;1. Das Thema Kindererziehung interessiert mich sehr. 2. Mein Bruder interessiert sich sehr für Fußball. 3. Ich interessiere mich für die Wohnung in der Jägerstraße. 4. Mein Nachbar zieht nächsten Monat aus. Sind Sie noch an der Wohnung interessiert?
irren, irrt, irrte, hat geirrt;errar por,vagar por;VERB;1. Du irrst dich. Das Auto war nicht grün, sondern rot. 2. Ich habe mich in der Hausnummer geirrt.
isolieren, isoliert, isolierte, hat isoliert;aislar contra,aislar +dat de,incomunicar;VERB;Wenn Sie Ihre Wohnung gut isolieren, können Sie Energie sparen.
