bevor;antes de +inf,antes de que +subj;CONJ;Die Polizei bittet die Bevölkerung um Mithilfe.
nachdem;después de +inf,después de que +subj;CONJ;Nachdem wir gegessen hatten, sind wir spazieren gegangen.
obwohl;aunque, a pesar de que;CONJ;Obwohl meine Kollegin krank ist, geht sie arbeiten.
